id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability,delivery_priority,delivery_stop_id,delivery_data_source
I0291,1600,1200,1350,303.920,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0292,1600,1200,1350,303.920,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0293,1600,1200,1350,303.920,45,4,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0294,1600,1200,1350,303.920,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0295,1200,1000,930,324.100,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0296,1900,1200,750,845.380,45,5,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0297,1900,1200,750,845.380,45,5,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0298,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0299,1400,1200,1450,179.400,45,3,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0300,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0301,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0302,1400,1200,1450,179.400,45,3,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0303,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0304,1400,1200,1450,179.400,45,3,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0305,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0306,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0307,1400,1200,1450,179.400,45,3,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0308,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0309,1400,1200,1450,179.400,45,3,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0310,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0311,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0312,1400,1200,1450,179.400,45,3,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0313,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0314,1400,1200,1450,179.400,45,3,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0315,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0316,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0317,1400,1200,1450,179.400,45,3,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0318,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0319,1400,1200,1450,179.400,45,3,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0320,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0321,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0322,1400,1200,1450,179.400,45,3,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0323,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0324,1400,1200,1450,179.400,45,3,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0325,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0326,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0327,1200,1000,750,500.860,45,1,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0328,1200,1000,1155,366.750,0,6,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0329,1200,1000,558,122.032,0,6,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0330,1200,1000,750,405.720,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0331,1200,1000,750,176.500,45,1,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0332,1200,1000,750,176.500,45,1,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0333,1600,1200,1350,207.720,45,4,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0334,1600,1200,1350,207.720,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0335,1600,1200,1350,207.720,45,4,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0336,1600,1200,1350,207.720,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0337,1600,1200,1350,207.720,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0338,1600,1200,1350,207.720,45,4,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0339,1600,1200,1350,207.720,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0340,780,570,478,160.560,47,0,w,4,1,STOP-001,cross_level_declared_delivery_v1
I0341,780,570,478,160.560,47,0,w,4,2,STOP-002,cross_level_declared_delivery_v1
I0342,1200,1000,750,229.880,45,1,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0343,1200,1000,750,229.880,45,1,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0344,1200,1000,750,229.880,45,1,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0345,1200,1000,750,351.756,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0346,1200,1000,750,351.756,45,1,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0347,1600,1200,930,547.300,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0348,1600,1200,930,547.300,45,4,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0349,1600,1200,930,547.300,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0350,1600,1200,930,547.300,45,4,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0351,1600,1200,930,547.300,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0352,1600,1200,930,547.300,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0353,1600,1200,930,547.300,45,4,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0354,1200,1000,975,156.150,45,1,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0355,1200,1000,975,156.150,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0356,1200,1000,975,156.150,45,1,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0357,1200,1000,975,156.150,45,1,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0358,1200,1000,975,156.150,45,1,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0359,1600,1200,975,611.224,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0360,1600,1200,975,611.224,45,4,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0361,1400,1225,1160,317.000,0,2,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0362,1400,1225,1160,317.000,0,2,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0363,1400,1225,1160,317.000,0,2,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0364,1400,1225,1160,317.000,0,2,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0365,1400,1225,1160,317.000,0,2,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0366,1400,1225,1160,317.000,0,2,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0367,1400,1225,1160,317.000,0,2,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0368,1400,1225,1160,317.000,0,2,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0369,1400,1225,1160,317.000,0,2,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0370,1400,1225,1160,317.000,0,2,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0371,1400,1225,1160,317.000,0,2,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0372,1400,1225,1160,317.000,0,2,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0373,1400,1225,1160,317.000,0,2,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0374,1400,1225,1160,317.000,0,2,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0375,1600,1200,975,1471.600,45,4,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0376,1600,1200,1350,303.920,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0377,1600,1200,1350,303.920,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0378,1600,1200,1350,303.920,45,4,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0379,1600,1200,1350,303.920,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0380,1600,1200,930,277.828,45,4,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0381,1600,1200,930,277.828,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0382,1200,1000,750,405.720,45,1,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0383,1200,1000,558,127.408,0,6,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0384,1200,1000,750,227.528,45,1,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0385,1400,1225,1160,317.000,0,2,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0386,1400,1225,1160,317.000,0,2,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0387,1400,1225,1160,317.000,0,2,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0388,1400,1225,1160,317.000,0,2,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0389,1400,1225,1160,317.000,0,2,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0390,1400,1225,1160,317.000,0,2,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0391,1400,1225,1160,317.000,0,2,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0392,1400,1225,1160,317.000,0,2,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0393,1400,1225,1160,317.000,0,2,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0394,1400,1225,1160,317.000,0,2,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0395,1400,1225,1160,317.000,0,2,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0396,1400,1225,1160,317.000,0,2,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0397,1400,1225,1160,317.000,0,2,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0398,1400,1225,1160,317.000,0,2,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0399,1200,1000,1057,164.040,0,6,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0400,1200,1000,750,351.756,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0401,780,570,478,82.320,47,0,w,4,2,STOP-002,cross_level_declared_delivery_v1
I0402,780,570,478,82.320,47,0,w,4,3,STOP-003,cross_level_declared_delivery_v1
I0403,780,570,478,82.320,47,0,w,4,4,STOP-004,cross_level_declared_delivery_v1
I0404,1200,1000,750,500.860,45,1,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0405,1200,1000,1057,179.850,0,6,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0406,780,570,478,82.320,47,0,w,4,2,STOP-002,cross_level_declared_delivery_v1
I0407,780,570,478,82.320,47,0,w,4,3,STOP-003,cross_level_declared_delivery_v1
I0408,780,570,478,82.320,47,0,w,4,4,STOP-004,cross_level_declared_delivery_v1
I0409,1200,1000,1155,366.750,0,6,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0410,1200,1000,1155,366.750,0,6,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0411,1200,1000,750,227.528,45,1,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0412,1600,1200,930,454.873,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0413,1600,1200,930,454.873,45,4,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0414,1600,1200,930,454.873,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0415,1600,1200,930,454.873,45,4,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0416,1600,1200,930,454.873,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0417,780,570,478,160.560,47,0,w,4,3,STOP-003,cross_level_declared_delivery_v1
I0418,780,570,478,160.560,47,0,w,4,4,STOP-004,cross_level_declared_delivery_v1
I0419,780,570,478,160.560,47,0,w,4,5,STOP-005,cross_level_declared_delivery_v1
I0420,780,570,478,269.320,47,0,w,4,1,STOP-001,cross_level_declared_delivery_v1
I0421,1600,1200,1350,207.720,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0422,1600,1200,1350,207.720,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0423,1600,1200,1350,207.720,45,4,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0424,1600,1200,1350,207.720,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0425,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0426,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0427,1400,1200,1450,179.400,45,3,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0428,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0429,1400,1200,1450,179.400,45,3,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0430,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0431,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0432,1400,1200,1450,179.400,45,3,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0433,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0434,1400,1200,1450,179.400,45,3,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0435,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0436,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0437,1400,1200,1450,179.400,45,3,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0438,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0439,1400,1200,1450,179.400,45,3,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0440,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0441,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0442,1400,1200,1450,179.400,45,3,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0443,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0444,1400,1200,1450,179.400,45,3,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0445,1400,1200,1450,179.400,45,3,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0446,1400,1200,1450,179.400,45,3,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0447,1400,1200,1450,179.400,45,3,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0448,1400,1200,1450,179.400,45,3,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0449,1600,1200,930,514.240,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0450,1200,1000,975,337.900,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0451,1200,1000,975,384.740,45,1,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0452,1600,1200,975,611.224,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0453,1200,1000,1057,164.040,0,6,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0454,1200,1000,1057,164.040,0,6,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0455,1600,1200,930,454.873,45,4,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0456,1600,1200,930,454.873,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0457,1600,1200,930,454.873,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0458,1200,1000,645,330.500,0,6,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0459,1200,1000,975,577.800,45,1,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0460,1200,1000,975,577.800,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0461,1200,1000,975,577.800,45,1,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0462,1200,1000,975,577.800,45,1,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0463,1200,1000,975,577.800,45,1,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0464,1200,1000,975,652.000,45,1,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0465,1600,1200,1350,207.720,45,4,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0466,1600,1200,1350,207.720,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0467,1600,1200,1350,207.720,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0468,1200,1000,750,229.880,45,1,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0469,1200,1000,750,229.880,45,1,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0470,1200,1000,750,229.880,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0471,1200,1000,750,229.880,45,1,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0472,1200,1000,750,229.880,45,1,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0473,1200,1000,750,229.880,45,1,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0474,1200,1000,975,183.840,45,1,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0475,1200,1000,975,183.840,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0476,1200,1000,975,183.840,45,1,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0477,1200,1000,975,183.840,45,1,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0478,1200,1000,975,183.840,45,1,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0479,1200,1000,975,165.375,45,1,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0480,1200,1000,975,165.375,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0481,1200,1000,975,165.375,45,1,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0482,1200,1000,975,165.375,45,1,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0483,1600,1200,1350,303.920,45,4,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0484,1600,1200,930,277.828,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0485,1600,1200,1350,303.920,45,4,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0486,1600,1200,1350,303.920,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0487,1600,1200,1350,303.920,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0488,1600,1200,1350,303.920,45,4,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0489,1600,1200,1350,303.920,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0490,1600,1200,1350,303.920,45,4,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0491,1600,1200,1350,303.920,45,4,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0492,1600,1200,1350,303.920,45,4,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0493,1200,1000,975,308.760,45,1,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0494,1200,1000,975,165.375,45,1,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0495,1200,1000,975,165.375,45,1,n,100,1,STOP-001,cross_level_declared_delivery_v1
I0496,1200,1000,975,165.375,45,1,n,100,2,STOP-002,cross_level_declared_delivery_v1
I0497,1200,1000,975,165.375,45,1,n,100,3,STOP-003,cross_level_declared_delivery_v1
I0498,1200,1000,975,165.375,45,1,n,100,4,STOP-004,cross_level_declared_delivery_v1
I0499,1600,1200,1350,205.160,45,4,n,100,5,STOP-005,cross_level_declared_delivery_v1
I0500,780,570,478,100.960,47,0,w,4,1,STOP-001,cross_level_declared_delivery_v1
